gene,mean_vst,min_vst,max_vst,min_percentile,mean_percentile,expression_category
Amblyomma-americanum_evm.model.contig-15541-1.2,5.76074817531109,3.5491599777472667,7.250401204589644,27,71,always
Amblyomma-americanum_evm.model.contig-155562-1.2,5.691604602504998,4.683673300950907,6.230046458944543,51,70,always
Amblyomma-americanum_evm.model.contig-156038-1.1,4.5432830474133645,3.701343753256585,5.710468915453042,31,48,always
Amblyomma-americanum_evm.model.contig-156204-1.1,3.323133769598005,2.1685571210094,4.122842587071375,7,22,always
Amblyomma-americanum_evm.model.contig-156360-1.1,3.4534246474822536,2.8033198869117184,4.496120385900736,14,25,always
Amblyomma-americanum_evm.model.contig-156360-1.3,4.156476114483814,3.644336844405145,4.817587527252474,29,40,always
Amblyomma-americanum_evm.model.contig-156396-1.2,6.144694043806169,3.574534286511876,7.426675661174707,28,77,always
Amblyomma-americanum_evm.model.contig-156402-1.1,3.814146277927405,3.3541292010761854,4.26397026286126,23,33,always
Amblyomma-americanum_evm.model.contig-156402-1.2,4.606532954710772,2.86665861277675,5.501017290876811,15,50,always
Amblyomma-americanum_evm.model.contig-1565-1.4,6.235601704332752,4.958865448134178,7.734093836315563,57,78,always
Amblyomma-americanum_evm.model.contig-156805-1.4,5.796262259220138,4.157299580038508,7.293997526460913,40,72,always
Amblyomma-americanum_evm.model.contig-15708-1.1,7.751260945599665,6.005982576890815,9.489248432119146,75,91,always
Amblyomma-americanum_evm.model.contig-157713-1.1,4.451266911873155,3.6041398080064297,5.109839143097252,29,46,always
evm.TU.contig_157877_1.2,6.309816961346632,3.4805046357498712,7.545060782032234,26,79,always
Amblyomma-americanum_evm.model.contig-157886-1.1,5.427529547936081,2.6765264730631735,8.56489793684942,12,65,always
Amblyomma-americanum_evm.model.contig-158021-1.2,3.313332159323107,2.197134581775366,3.936608869772631,7,22,always
Amblyomma-americanum_evm.model.contig-158021-1.3,4.500598045565304,1.1097846222437804,8.620310646440101,1,47,always
Amblyomma-americanum_evm.model.contig-158049-1.2,4.842292454216114,4.105706775810518,6.558231663796379,39,54,always
Amblyomma-americanum_evm.model.contig-158049-1.3,5.573005921276315,4.515519192401225,6.309348054694808,48,68,always
Amblyomma-americanum_evm.model.contig-158049-1.6,4.602103498560776,1.4897801874125596,5.872557921970807,3,50,always
Amblyomma-americanum_evm.model.contig-158076-1.3,5.85044289879738,3.0337453081000842,7.585352088180689,17,72,always
Amblyomma-americanum_evm.model.contig-158084-1.4,8.191688322666984,6.923494939996817,9.746543162101858,85,93,always
Amblyomma-americanum_evm.model.contig-158128-1.2,6.307374135335029,4.4032646291847035,7.5122879836550815,45,79,always
Amblyomma-americanum_evm.model.contig-158317-1.1,4.375300659673985,3.4375514897739907,5.679547697960534,25,44,always
Amblyomma-americanum_evm.model.contig-158653-1.1,3.409304382661944,2.372900091265718,4.191210312832904,9,24,always
Amblyomma-americanum_evm.model.contig-158724-1.2,6.07457700811233,3.8077325039944157,8.429183066919688,33,76,always
Amblyomma-americanum_evm.model.contig-158739-1.1,4.09001255860477,2.923945497150154,5.8014642626033295,15,38,always
Amblyomma-americanum_evm.model.contig-158776-1.1,8.131826595219144,7.489265536055517,9.597987210007215,90,93,always
Amblyomma-americanum_evm.model.contig-158895-1.4,6.022571168380976,4.53643776160026,7.174187488434365,48,75,always
Amblyomma-americanum_evm.model.contig-159086-1.3,4.8116072838852215,3.053648540550547,5.751298765039846,17,54,always
Amblyomma-americanum_evm.model.contig-159096-1.2,5.627135039761925,4.049411427526853,6.575608605406951,37,69,always
Amblyomma-americanum_evm.model.contig-15910-1.2,8.656157212487354,6.343183351903866,10.30751553842468,79,95,always
Amblyomma-americanum_evm.model.contig-159238-1.1,4.175608932756439,2.0292912321670085,6.9161380507538315,6,40,always
Amblyomma-americanum_evm.model.contig-159249-1.2,4.9491556227154065,2.82957925770041,7.4962241692108735,14,56,always
Amblyomma-americanum_evm.model.contig-159289-1.2,3.7984315057683418,2.9549868194503,4.810229659525873,16,32,always
Amblyomma-americanum_evm.model.contig-159404-1.2,5.621101276718729,3.903686657136374,6.335579033711451,35,69,always
Amblyomma-americanum_evm.model.contig-159571-1.2,4.064849852980149,3.5173113339371027,4.479928935996593,27,38,always
Amblyomma-americanum_evm.model.contig-159637-1.1,3.155437026810157,1.4450055902317123,4.151559199210524,2,19,always
Amblyomma-americanum_evm.model.contig-159855-1.4,4.657059515708481,3.2220864019970876,5.594095472549053,20,51,always
Amblyomma-americanum_evm.model.contig-159910-1.1,3.7282229949072705,2.89052721225307,4.55693582230594,15,31,always
Amblyomma-americanum_evm.model.contig-159910-1.4,3.3085373332879606,0.6033942569174675,5.886174807526591,0,22,always
Amblyomma-americanum_evm.model.contig-159910-1.7,3.770507108614949,2.063637378374664,4.540124085634741,6,32,always
Amblyomma-americanum_evm.model.contig-159913-1.1,6.128256229093269,4.0842294267972346,7.371614923561879,38,77,always
Amblyomma-americanum_evm.model.contig-159915-1.1,5.040400461324456,3.298482381913083,5.902368363518759,22,59,always
Amblyomma-americanum_evm.model.contig-160027-1.3,3.587564109503014,2.1538633331419716,7.029359691937136,7,28,always
Amblyomma-americanum_evm.model.contig-160064-1.1,5.729383934809568,3.9756975067099765,7.090843258370689,36,71,always
Amblyomma-americanum_evm.model.contig-160090-1.5,2.9655750763286814,1.7542422774242468,3.9930473942295617,4,16,always
Amblyomma-americanum_evm.model.contig-160230-1.4,6.007330314534693,4.664454928781256,8.833765248820768,51,75,always
Amblyomma-americanum_evm.model.contig-160519-1.3,4.341671284202254,3.1563567344449184,5.385096230306647,19,44,always
Amblyomma-americanum_evm.model.contig-160519-1.7,5.117171817500994,3.551271043633024,6.428112243640886,28,60,always
Amblyomma-americanum_evm.model.contig-160722-1.3,2.5565461259527757,1.7654422765338569,4.007722768450968,4,11,always
Amblyomma-americanum_evm.model.contig-16088-1.2,3.6722606193792022,1.8591018655356424,5.1262102196835455,5,30,always
Amblyomma-americanum_evm.model.contig-16110-1.5,3.580117335071269,2.568088702726949,4.543347631185345,11,28,always
Amblyomma-americanum_evm.model.contig-161221-1.3,4.902165682755629,3.4419225190863085,5.981322840201498,25,56,always
Amblyomma-americanum_evm.model.contig-161339-1.1,6.813607390359186,5.4814079902382575,7.806128908615209,66,84,always
Amblyomma-americanum_evm.model.contig-161339-1.2,4.8325686922548785,2.7074163881020668,7.039967920881545,13,54,always
Amblyomma-americanum_evm.model.contig-16149-1.2,4.67948365476987,2.626449088865884,7.016008576409796,12,51,always
Amblyomma-americanum_evm.model.contig-161588-1.3,4.657058382205308,3.5136024411576314,5.646861720170444,27,51,always
Amblyomma-americanum_evm.model.contig-161588-1.4,3.3664387946618604,1.9665101463539119,4.715253685252906,5,23,always
Amblyomma-americanum_evm.model.contig-162200-1.1,4.496369325118915,3.552770786428433,5.232443150904022,28,47,always
Amblyomma-americanum_evm.model.contig-162224-1.1,3.059074725563809,1.9831573187607268,4.037788393899939,6,17,always
Amblyomma-americanum_evm.model.contig-16262-1.1,5.661493488352523,4.0871970970445695,6.705237311636781,38,69,always
Amblyomma-americanum_evm.model.contig-162655-1.1,3.979079113346533,2.769263088443844,6.4252766019805785,13,36,always
Amblyomma-americanum_evm.model.contig-16281-1.3,4.637788282200637,3.6972612154935782,5.372550769525258,31,50,always
Amblyomma-americanum_evm.model.contig-163324-1.3,6.1611317932339125,4.695523099078172,7.662730769366768,51,77,always
Amblyomma-americanum_evm.model.contig-163352-1.1,4.761667454464983,3.167497967312121,7.099856591349004,19,53,always
Amblyomma-americanum_evm.model.contig-163355-1.1,4.043096377304261,3.613315976471112,4.4716223122893615,29,37,always
Amblyomma-americanum_evm.model.contig-163681-1.2,4.57539969351907,3.677819798301665,5.615006541005329,30,49,always
Amblyomma-americanum_evm.model.contig-164000-1.1,6.621713580335556,5.207154111335696,7.741569846372628,62,82,always
Amblyomma-americanum_evm.model.contig-16403-1.2,5.130171411222117,2.358583843679478,6.4216191488017875,9,60,always
Amblyomma-americanum_evm.model.contig-164099-1.2,6.459858403881999,5.444119175374553,7.261719015788165,66,81,always
Amblyomma-americanum_evm.model.contig-164352-1.1,4.46540009459539,4.1339938727717875,4.684591833511252,39,46,always
Amblyomma-americanum_evm.model.contig-16436-1.5,4.052157514982804,3.2799432631768415,5.597789362659166,21,38,always
Amblyomma-americanum_evm.model.contig-16436-1.9,2.9716787065296373,1.4087537088466713,7.328777674689098,2,16,always
Amblyomma-americanum_evm.model.contig-164371-1.2,4.7530423247283204,3.6380765794116314,5.794292766728321,29,53,always
Amblyomma-americanum_evm.model.contig-16459-1.5,3.1705367604880323,2.3787188781030184,4.147673455784592,9,19,always
Amblyomma-americanum_evm.model.contig-164606-1.4,4.0288385195098435,2.3483447129324535,6.162065582846709,8,37,always
Amblyomma-americanum_evm.model.contig-164677-1.2,5.117329970211916,4.275964145496914,6.069946889921689,42,60,always
Amblyomma-americanum_evm.model.contig-164678-1.2,3.7537851156633733,2.633142554394676,5.057378147285251,12,32,always
Amblyomma-americanum_evm.model.contig-16470-1.1,4.019001160807115,2.5796964380829652,5.909147510132478,11,37,always
evm.TU.contig_164798_1.3,6.802274328129643,3.9624219138637833,8.183968197582224,36,84,always
Amblyomma-americanum_evm.model.contig-165259-1.1,3.4064051851747843,1.35336772644302,4.6007229813967765,2,24,always
Amblyomma-americanum_evm.model.contig-165595-1.1,5.936958472827148,4.250398021248487,6.752407918239328,42,74,always
Amblyomma-americanum_evm.model.contig-165600-1.2,9.829981956521198,8.73585193050103,10.950067073111617,96,98,always
Amblyomma-americanum_evm.model.contig-165660-1.2,7.312625268883704,5.753665608174397,8.537912310845265,71,89,always
Amblyomma-americanum_evm.model.contig-16617-1.1,5.205171726233028,3.732171365675898,8.494581081996506,31,61,always
Amblyomma-americanum_evm.model.contig-16621-1.3,2.9229039107615296,1.2871716079264697,4.941603158455433,2,15,always
Amblyomma-americanum_evm.model.contig-16638-1.1,3.4325654481343135,1.998438204808044,4.686475587518529,6,25,always
Amblyomma-americanum_evm.model.contig-166468-1.1,4.429013541704668,2.9398864011612797,5.873842243655778,16,46,always
Amblyomma-americanum_evm.model.contig-166468-1.3,6.912905440300651,6.060158885811411,7.618379144230858,76,85,always
Amblyomma-americanum_evm.model.contig-166792-1.1,2.8049430513161133,1.4513855154264217,4.77226846793702,2,14,always
Amblyomma-americanum_evm.model.contig-166883-1.2,3.652540192762616,3.0591603235788805,4.392637440868481,17,30,always
Amblyomma-americanum_evm.model.contig-167020-1.1,5.759408265038096,5.196745920265458,6.337726938223602,61,71,always
Amblyomma-americanum_evm.model.contig-167036-1.1,5.638145178907397,4.18748848149518,7.032009718491427,40,69,always
Amblyomma-americanum_evm.model.contig-167071-1.1,3.3130204949831943,2.140759976427126,4.918446943451719,7,22,always
Amblyomma-americanum_evm.model.contig-16710-1.2,6.224968344926627,4.47007325040554,7.684019206487182,47,78,always
evm.TU.contig_167423_1.2,3.9318728583709266,3.330147619045964,5.497000053668788,23,35,always
Amblyomma-americanum_evm.model.contig-167482-1.1,5.0747603374123225,3.258270203841477,8.328684803957149,21,59,always
Amblyomma-americanum_evm.model.contig-167731-1.10,3.4403769888409803,2.320636782699736,5.153922746530002,8,25,always
Amblyomma-americanum_evm.model.contig-167731-1.12,3.678912511727523,2.6071406558959214,6.177965456212497,11,30,always
Amblyomma-americanum_evm.model.contig-167731-1.5,4.412474065706931,2.9837252720782477,6.070901240909642,16,45,always
Amblyomma-americanum_evm.model.contig-167899-1.1,5.841949235173265,3.6328672521444534,7.916161629084699,29,72,always
evm.TU.contig_167899_1.2,4.946240216303303,3.1418619461671167,6.6195996329527285,19,56,always
Amblyomma-americanum_evm.model.contig-16790-1.4,2.947810715009071,2.394361155943317,3.7575554431836555,9,16,always
Amblyomma-americanum_evm.model.contig-168135-1.2,3.65413782133354,3.1036891806016578,4.0761471535430305,18,30,always
Amblyomma-americanum_evm.model.contig-16816-1.7,4.575571578853872,2.496256368198898,7.348686029396384,10,49,always
Amblyomma-americanum_evm.model.contig-168213-1.3,4.521834811692382,2.694989932647751,6.410352404650514,12,48,always
Amblyomma-americanum_evm.model.contig-168223-1.3,3.983987728277693,1.0112572760720961,5.315798940609138,1,36,always
Amblyomma-americanum_evm.model.contig-16824-1.3,6.529650374041362,5.370569081378264,7.334023866752098,64,82,always
Amblyomma-americanum_evm.model.contig-168263-1.1,2.909894158039779,1.1303475524808468,5.239171625524247,1,15,always
Amblyomma-americanum_evm.model.contig-168400-1.1,3.5719500447544426,2.4744583911734965,5.028528527368039,10,28,always
Amblyomma-americanum_evm.model.contig-168400-1.3,6.828525272761133,4.765250242528652,8.765089030374122,53,84,always
Amblyomma-americanum_evm.model.contig-168516-1.2,4.574418625566475,3.4601377654774548,5.714484416469419,25,49,always
Amblyomma-americanum_evm.model.contig-168784-1.2,2.4093346837030425,1.3856739295611025,3.604971016595817,2,9,always
Amblyomma-americanum_evm.model.contig-168835-1.2,7.367273618098997,3.52509256910719,9.835675211428077,27,89,always
Amblyomma-americanum_evm.model.contig-169053-1.1,3.040689968880574,1.9724470280752782,4.734284083416901,5,17,always
Amblyomma-americanum_evm.model.contig-169125-1.4,8.2378280617138,6.926159735590954,9.768252523045966,85,94,always
Amblyomma-americanum_evm.model.contig-169142-1.1,4.704415880629827,3.3889023543010475,5.974002206200546,24,52,always
Amblyomma-americanum_evm.model.contig-16923-1.1,4.746029709785849,2.8950325389612868,5.63318966649356,15,53,always
Amblyomma-americanum_evm.model.contig-169268-1.12,5.068923914837413,3.3615312415031835,7.499711447269339,23,59,always
Amblyomma-americanum_evm.model.contig-169268-1.3,5.1203792222005715,2.8333332362452923,7.058162676027661,14,60,always
Amblyomma-americanum_evm.model.contig-169268-1.6,4.396159916444921,3.7876152885236647,4.889077832184446,32,45,always
Amblyomma-americanum_evm.model.contig-169268-1.9,6.334276036102157,4.971763765142001,7.397029570374435,57,79,always
Amblyomma-americanum_evm.model.contig-169331-1.2,3.7550035281814687,3.0300246189527504,5.408366648362473,17,32,always
Amblyomma-americanum_evm.model.contig-169366-1.1,5.647003174080032,2.3316185761895256,7.7710141235593895,8,69,always
Amblyomma-americanum_evm.model.contig-169456-1.3,4.850864708273497,2.9733053749130494,6.014110942937987,16,55,always
Amblyomma-americanum_evm.model.contig-169456-1.5,5.615657618956436,3.87544173676909,6.3443097307422764,34,69,always
Amblyomma-americanum_evm.model.contig-16946-1.3,2.6914899903875034,1.4266953054955458,3.793030203896818,2,12,always
Amblyomma-americanum_evm.model.contig-169526-1.2,4.783873854987528,4.2094940081592735,5.272644315923197,41,53,always
Amblyomma-americanum_evm.model.contig-170592-1.3,5.6013728907119145,4.908171088562346,6.421878698509302,56,68,always
Amblyomma-americanum_evm.model.contig-17157-1.1,6.22955729386601,4.229748218981431,7.305594932616067,41,78,always
Amblyomma-americanum_evm.model.contig-171891-1.3,2.8230828080442993,0.41945502016749053,6.0136836541283145,0,14,always
Amblyomma-americanum_evm.model.contig-172202-1.4,4.6989721353286376,2.8294139246565098,7.4578690193822545,14,52,always
Amblyomma-americanum_evm.model.contig-172361-1.3,5.125381002270707,3.7028809254791906,6.131012777663108,31,60,always
Amblyomma-americanum_evm.model.contig-172374-1.1,2.6433306280423277,1.0641385701199948,4.198434183535158,1,12,always
Amblyomma-americanum_evm.model.contig-172898-1.1,3.397078892911938,1.5265312520703942,4.5671443886388285,3,24,always
Amblyomma-americanum_evm.model.contig-173553-1.2,6.110449071688848,4.5609515533274845,7.490957461208853,49,76,always
Amblyomma-americanum_evm.model.contig-173816-1.1,3.843023527014426,1.9699964454709904,6.804625189712588,5,33,always
Amblyomma-americanum_evm.model.contig-173816-1.3,3.2924867421180948,1.8720125421181273,4.851458509221341,5,22,always
Amblyomma-americanum_evm.model.contig-173905-1.1,4.993134715492726,3.4144677669488765,6.2936471365485,24,57,always
Amblyomma-americanum_evm.model.contig-173963-1.1,4.2769483291287695,2.259489033902475,4.863307248069662,8,43,always
Amblyomma-americanum_evm.model.contig-174813-1.1,4.281861834430393,2.9083527005130896,5.01537128278936,15,43,always
Amblyomma-americanum_evm.model.contig-174836-1.3,2.622244059727021,1.103918482771438,4.158540258711332,1,12,always
Amblyomma-americanum_evm.model.contig-174945-1.2,4.662011034264528,2.1033872520491013,6.258605639201596,6,51,always
Amblyomma-americanum_evm.model.contig-175241-1.1,4.482564279758597,3.4234199609857354,5.479342714945638,25,47,always
Amblyomma-americanum_evm.model.contig-175241-1.2,5.076874596831381,3.6027787718711877,6.193557009821329,29,59,always
Amblyomma-americanum_evm.model.contig-175597-1.3,6.620759329712852,5.296937605171632,8.2392424873761545,63,82,always
Amblyomma-americanum_evm.model.contig-175602-1.2,5.710239323389732,4.86808471836495,6.823751916722193,55,70,always
Amblyomma-americanum_evm.model.contig-175912-1.1,3.282835500656935,2.6763678908145154,3.9254321459238577,12,21,always
Amblyomma-americanum_evm.model.contig-176106-1.1,4.857530264518416,3.889499919181401,6.258188201381092,34,55,always
Amblyomma-americanum_evm.model.contig-176192-1.1,4.403603585187651,2.8134444177631535,6.9857142968017785,14,45,always
Amblyomma-americanum_evm.model.contig-176192-1.3,4.310731942737066,3.8035735053186586,5.025388196010265,33,43,always
Amblyomma-americanum_evm.model.contig-176249-1.4,4.854892705589853,3.909011188284813,5.55435187376046,35,55,always
Amblyomma-americanum_evm.model.contig-176456-1.1,4.164500615246215,1.4633903411240128,6.589040851018846,2,40,always
Amblyomma-americanum_evm.model.contig-176883-1.2,5.685578045985395,3.6018200519753263,7.090218726498325,29,70,always
Amblyomma-americanum_evm.model.contig-17693-1.7,8.174111984119305,7.300189169736284,9.411688295270656,88,93,always
Amblyomma-americanum_evm.model.contig-17693-1.8,3.9632682249143008,1.4084054213193957,7.41750304639497,2,36,always
Amblyomma-americanum_evm.model.contig-176953-1.2,4.55706409672243,2.0053297699591295,6.670052188210014,6,49,always
Amblyomma-americanum_evm.model.contig-176953-1.3,3.192668151598988,2.237365196170205,4.283833177743906,7,20,always
Amblyomma-americanum_evm.model.contig-177369-1.2,7.5559609314059974,6.8755856616300095,7.889401559772509,85,90,always
Amblyomma-americanum_evm.model.contig-177369-1.4,7.488112064412707,4.74584245991276,8.489112403548122,53,90,always
Amblyomma-americanum_evm.model.contig-177412-1.3,5.727852678983875,4.30329032034808,7.959133816031649,43,70,always
Amblyomma-americanum_evm.model.contig-17750-1.1,4.330016815675229,2.032140251193686,7.232214830929305,6,44,always
Amblyomma-americanum_evm.model.contig-177737-1.1,4.1976701114978425,3.16401110123993,6.625645823879889,19,41,always
Amblyomma-americanum_evm.model.contig-177738-1.2,2.8848245892928834,1.4696560775814438,6.083581193798271,2,15,always
Amblyomma-americanum_evm.model.contig-177738-1.7,7.726915182279238,6.0448301492666845,8.836817193308645,75,91,always
Amblyomma-americanum_evm.model.contig-178023-1.3,5.809803196751056,5.090484345328545,6.739522410447299,59,72,always
Amblyomma-americanum_evm.model.contig-178223-1.1,2.44802745037121,0.573400923278333,4.748035979637321,0,10,always
Amblyomma-americanum_evm.model.contig-178635-1.1,3.8764030395666054,2.692599392366845,5.561784403981766,12,34,always
Amblyomma-americanum_evm.model.contig-178717-1.3,4.149808657860773,2.4950187553866305,4.95686426868646,10,40,always
Amblyomma-americanum_evm.model.contig-17946-1.4,3.711260258166025,2.8608901181079633,5.431681540032651,14,31,always
Amblyomma-americanum_evm.model.contig-180103-1.2,6.973200829455612,6.319357847147883,7.761904753923739,79,86,always
Amblyomma-americanum_evm.model.contig-180103-1.5,2.8418960787895062,1.728145437414092,4.402799689008779,4,14,always
Amblyomma-americanum_evm.model.contig-18026-1.1,2.8178982862897803,1.478612071035664,4.269673645285749,3,14,always
Amblyomma-americanum_evm.model.contig-180284-1.1,3.784048187529096,1.7714729968837686,6.1960900217236174,4,32,always
Amblyomma-americanum_evm.model.contig-180336-1.1,5.036310491990919,3.9933386487090776,6.384720019220807,36,58,always
Amblyomma-americanum_evm.model.contig-180623-1.1,2.227241137473256,0.6287978983098975,4.442218792244099,0,7,always
Amblyomma-americanum_evm.model.contig-180715-1.1,2.432326243135054,0.7271884835098186,5.612750115376346,0,9,always
Amblyomma-americanum_evm.model.contig-18087-1.1,3.959345288561358,2.330021997181355,6.090090421801644,8,36,always
Amblyomma-americanum_evm.model.contig-180878-1.1,2.9941289040589156,2.051189716248794,4.4416027331612185,6,16,always
Amblyomma-americanum_evm.model.contig-180994-1.1,3.829246338696595,2.7908819304682377,5.119720749779032,14,33,always
Amblyomma-americanum_evm.model.contig-180994-1.3,3.688963246076249,2.8895108809029098,4.919317080542974,15,30,always
Amblyomma-americanum_evm.model.contig-18101-1.3,6.1698710416748455,4.122404139908493,8.644845130385997,39,77,always
Amblyomma-americanum_evm.model.contig-181273-1.1,3.9864688139210034,2.744123653162206,5.321153970032443,13,36,always
Amblyomma-americanum_evm.model.contig-181273-1.2,5.463976739882103,3.9567456417325477,6.999044686649414,36,66,always
evm.TU.contig_181943_1.1,8.11527245404802,5.894815425055707,10.849559921539091,73,93,always
Amblyomma-americanum_evm.model.contig-181943-1.5,4.767151344420154,3.665854903990122,5.953977325019342,30,53,always
Amblyomma-americanum_evm.model.contig-18222-1.1,4.634989450425049,2.548115602647433,6.464622884185024,11,50,always
Amblyomma-americanum_evm.model.contig-18222-1.3,3.3123640063058115,2.543762654680074,4.067523982067735,11,22,always
Amblyomma-americanum_evm.model.contig-182256-1.1,6.90966084276647,4.041996440821371,9.97864932420296,37,85,always
Amblyomma-americanum_evm.model.contig-182280-1.2,4.290949470157148,3.2938851932398205,4.739943756164428,22,43,always
Amblyomma-americanum_evm.model.contig-182300-1.1,4.999947284275413,4.109367768443002,6.361406218643071,39,58,always
Amblyomma-americanum_evm.model.contig-182601-1.10,4.314554528343446,2.470427748798889,5.881875363824759,10,43,always
Amblyomma-americanum_evm.model.contig-182601-1.5,3.24929436598648,2.8029737575462623,3.843405521630893,14,21,always
Amblyomma-americanum_evm.model.contig-182601-1.6,4.174704667419599,2.8330648758653245,5.5785075685196785,14,40,always
Amblyomma-americanum_evm.model.contig-18264-1.4,5.1668924061630905,4.60697124204569,6.117514516684735,50,61,always
Amblyomma-americanum_evm.model.contig-183420-1.3,4.984760696262151,3.8247138614384455,6.610149731224344,33,57,always
Amblyomma-americanum_evm.model.contig-18366-1.3,5.823115009482044,4.75735046080669,6.599718938204227,53,72,always
Amblyomma-americanum_evm.model.contig-183666-1.1,5.002153444440643,3.3980348501411743,6.249017248397117,24,58,always
Amblyomma-americanum_evm.model.contig-183942-1.4,5.0191212990742775,3.4308955194840856,6.7047171876653175,25,58,always
Amblyomma-americanum_evm.model.contig-184668-1.2,7.599097454429175,6.515962768483245,8.830814294711503,81,91,always
Amblyomma-americanum_evm.model.contig-184668-1.3,4.010550858229139,2.894648136345785,5.331311493131132,15,37,always
Amblyomma-americanum_evm.model.contig-18481-1.2,3.820527030237658,2.0023310363440583,5.203637109334334,6,33,always
Amblyomma-americanum_evm.model.contig-18481-1.3,5.34402375308901,4.087930238361003,6.6728290221993,38,64,always
Amblyomma-americanum_evm.model.contig-184816-1.2,3.249780245410845,1.9037214179741413,5.344864417244329,5,21,always
Amblyomma-americanum_evm.model.contig-184972-1.1,4.748970617665655,2.5578985337083795,6.317199699520415,11,53,always
Amblyomma-americanum_evm.model.contig-185248-1.4,4.468920433873175,3.145460818427763,6.069791315753293,19,46,always
Amblyomma-americanum_evm.model.contig-185248-1.6,5.002083448964884,3.849504266741836,6.259903691262483,34,58,always
Amblyomma-americanum_evm.model.contig-185463-1.1,4.420126002791671,3.1681566627762607,5.783708107825141,19,45,always
evm.TU.contig_185603_1.6,4.678072317248744,1.8051047821584756,7.064696679494663,4,51,always
Amblyomma-americanum_evm.model.contig-185907-1.3,5.8197772215783745,3.5865342489360446,7.04911904009551,28,72,always
Amblyomma-americanum_evm.model.contig-185907-1.4,4.013279138275895,1.4315367227425273,4.96957761352972,2,37,always
Amblyomma-americanum_evm.model.contig-185924-1.2,3.3511004905844435,2.8299295289082296,3.911114601502398,14,23,always
Amblyomma-americanum_evm.model.contig-186040-1.1,3.153312770603568,0.48668675297370684,6.598169732566067,0,19,always
Amblyomma-americanum_evm.model.contig-18624-1.4,2.493325970626288,0.23188612757603136,5.6467681663196565,0,10,always
Amblyomma-americanum_evm.model.contig-18624-1.5,4.311346178226523,1.7447891829297204,6.865033917939731,4,43,always
Amblyomma-americanum_evm.model.contig-18632-1.1,4.781264742957003,3.4727215326822973,5.517444734629094,26,53,always
Amblyomma-americanum_evm.model.contig-186392-1.1,3.632025982384946,2.202594853430415,5.738189329452857,7,29,always
Amblyomma-americanum_evm.model.contig-186402-1.1,3.587457282586721,2.9668042745409897,4.100923376328782,16,28,always
Amblyomma-americanum_evm.model.contig-186470-1.1,5.8438457244159325,4.943872800323383,7.536829323785009,56,72,always
Amblyomma-americanum_evm.model.contig-186646-1.2,4.843987768811456,3.689970019908201,5.949237522032788,30,54,always
Amblyomma-americanum_evm.model.contig-186646-1.5,3.491464982447282,1.9575895388960334,6.420997082957437,5,26,always
Amblyomma-americanum_evm.model.contig-186769-1.1,4.484508869586415,2.72930198023019,6.5082181574619975,13,47,always
evm.TU.contig_18692_1.2,4.986267575431118,1.7156081019409806,6.869714257448285,4,57,always
Amblyomma-americanum_evm.model.contig-187141-1.2,2.968731493306315,1.7898169709533127,4.55492894800293,4,16,always
Amblyomma-americanum_evm.model.contig-187261-1.9,5.049989046243417,3.3635902614083313,6.175752444827766,23,59,always
Amblyomma-americanum_evm.model.contig-187682-1.4,3.6707356581425556,2.177177015884345,5.473439691901305,7,30,always
Amblyomma-americanum_evm.model.contig-187876-1.2,4.666424477396506,3.9028112158186197,5.8207866341818635,34,51,always
Amblyomma-americanum_evm.model.contig-188146-1.2,7.711515090254052,6.121194536651528,9.447124616948784,77,91,always
Amblyomma-americanum_evm.model.contig-188832-1.1,4.290215388663104,3.012863665970254,5.301624491652037,17,43,always
Amblyomma-americanum_evm.model.contig-188832-1.2,2.530907989343188,1.3037693459575141,4.497104295606466,2,10,always
Amblyomma-americanum_evm.model.contig-188863-1.1,5.717128623811786,5.194591192829474,6.127672793398309,61,70,always
Amblyomma-americanum_evm.model.contig-188986-1.2,5.8571986518116645,4.531370321956515,7.3065733047451715,48,72,always
Amblyomma-americanum_evm.model.contig-189141-1.1,2.751364784098547,2.186167416539396,3.5588989346207587,7,13,always
Amblyomma-americanum_evm.model.contig-189590-1.1,3.2681259325165595,1.1301889331924933,6.059595535727706,1,21,always
Amblyomma-americanum_evm.model.contig-189679-1.3,3.8609623474549744,3.249008356870515,4.9770059637922595,21,34,always
Amblyomma-americanum_evm.model.contig-189679-1.4,3.9668622658292616,2.4791882207594873,4.9904547767287655,10,36,always
Amblyomma-americanum_evm.model.contig-18994-1.4,4.7027356298185445,2.4749568007065896,6.532573253163603,10,52,always
Amblyomma-americanum_evm.model.contig-190151-1.1,3.6773911827547843,2.5469189035114352,5.451355182505031,11,30,always
Amblyomma-americanum_evm.model.contig-19035-1.4,4.144601089145812,2.3582372514811496,6.672867237647889,9,40,always
Amblyomma-americanum_evm.model.contig-190376-1.1,5.25443649425696,4.200573819691636,6.3538255073711385,41,62,always
Amblyomma-americanum_evm.model.contig-190482-1.1,4.238879727261152,3.449780040151453,5.111587902233003,25,42,always
Amblyomma-americanum_evm.model.contig-190552-1.1,4.039252877726363,2.2406137769241234,5.664412095040975,7,37,always
Amblyomma-americanum_evm.model.contig-190636-1.8,2.4663386886796874,0.5871029592863102,4.971447759861517,0,10,always
Amblyomma-americanum_evm.model.contig-190639-1.1,2.9899722820678147,2.091707947143071,4.6097235884218914,6,16,always
Amblyomma-americanum_evm.model.contig-190639-1.2,6.37397281041702,3.499922177438934,8.451678055240391,26,80,always
