gene,mean_vst,min_vst,max_vst,min_percentile,mean_percentile,expression_category
Amblyomma-americanum_evm.model.contig-31782-1.1,NA,NA,-0.11186335822707,NA,NA,never
Amblyomma-americanum_evm.model.contig-31800-1.4,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-31800-1.6,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-31889-1.1,NA,NA,-0.13375089821337313,NA,NA,never
Amblyomma-americanum_evm.model.contig-31889-1.2,NA,NA,-0.025951786290452868,NA,NA,never
Amblyomma-americanum_evm.model.contig-31895-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-31958-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-31975-1.2,NA,NA,-0.018292522058361956,NA,NA,never
Amblyomma-americanum_evm.model.contig-31983-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-32043-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-32051-1.1,NA,NA,-0.22890695307538952,NA,NA,never
Amblyomma-americanum_evm.model.contig-32117-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-32119-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-32149-1.1,NA,NA,-0.11670945171294554,NA,NA,never
Amblyomma-americanum_evm.model.contig-32149-1.4,NA,NA,-0.22469831575118504,NA,NA,never
Amblyomma-americanum_evm.model.contig-32155-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-32183-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-32209-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-32209-1.7,NA,NA,-0.26207712919928183,NA,NA,never
Amblyomma-americanum_evm.model.contig-32212-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-32212-1.2,NA,NA,-0.2187336596099614,NA,NA,never
Amblyomma-americanum_evm.model.contig-32212-1.3,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-32224-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-32228-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-32275-1.5,NA,NA,-0.006251168436856961,NA,NA,never
Amblyomma-americanum_evm.model.contig-32295-1.3,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-32329-1.1,NA,NA,-0.01523676884078098,NA,NA,never
Amblyomma-americanum_evm.model.contig-32337-1.2,NA,NA,-0.24797982225788998,NA,NA,never
Amblyomma-americanum_evm.model.contig-32339-1.3,NA,NA,-0.01597842572387812,NA,NA,never
Amblyomma-americanum_evm.model.contig-32370-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-32536-1.1,NA,NA,-0.2150764367906517,NA,NA,never
Amblyomma-americanum_evm.model.contig-32544-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-3255-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-32565-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-32565-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-32579-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-32582-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-32607-1.5,NA,NA,-0.09618697358974887,NA,NA,never
Amblyomma-americanum_evm.model.contig-32747-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-32762-1.1,NA,NA,-0.22890695307538952,NA,NA,never
Amblyomma-americanum_evm.model.contig-32762-1.2,NA,NA,-0.004364255794780188,NA,NA,never
Amblyomma-americanum_evm.model.contig-32772-1.1,NA,NA,-0.22361937920109168,NA,NA,never
Amblyomma-americanum_evm.model.contig-32817-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-32903-1.2,NA,NA,-0.22890695307538952,NA,NA,never
Amblyomma-americanum_evm.model.contig-32905-1.2,NA,NA,-0.2573531604925352,NA,NA,never
Amblyomma-americanum_evm.model.contig-33139-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-33139-1.3,NA,NA,-0.013390592303847516,NA,NA,never
Amblyomma-americanum_evm.model.contig-33139-1.4,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-33142-1.10,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-33270-1.1,NA,NA,-0.05531218472035642,NA,NA,never
Amblyomma-americanum_evm.model.contig-33345-1.1,NA,NA,-0.050927803662352784,NA,NA,never
Amblyomma-americanum_evm.model.contig-33400-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-33452-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-33452-1.3,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-33452-1.5,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-33532-1.1,NA,NA,-0.28027583662005207,NA,NA,never
Amblyomma-americanum_evm.model.contig-33543-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-33622-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-33735-1.1,NA,NA,-0.2366788156896275,NA,NA,never
Amblyomma-americanum_evm.model.contig-34000-1.1,NA,NA,-0.11155114774014034,NA,NA,never
Amblyomma-americanum_evm.model.contig-34080-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34099-1.13,NA,NA,-0.25719746906983354,NA,NA,never
Amblyomma-americanum_evm.model.contig-34099-1.16,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34099-1.17,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34099-1.18,NA,NA,-0.18505651301446943,NA,NA,never
Amblyomma-americanum_evm.model.contig-34099-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34099-1.4,NA,NA,-0.18073885463393558,NA,NA,never
Amblyomma-americanum_evm.model.contig-34099-1.5,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34099-1.7,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34112-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34112-1.3,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34208-1.5,NA,NA,-0.1650093545797189,NA,NA,never
Amblyomma-americanum_evm.model.contig-34245-1.4,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34245-1.5,NA,NA,-0.27421317107944077,NA,NA,never
Amblyomma-americanum_evm.model.contig-34268-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34268-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34323-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34323-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34323-1.4,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-3436-1.1,NA,NA,-0.34048649493913546,NA,NA,never
Amblyomma-americanum_evm.model.contig-34427-1.1,NA,NA,-0.12519636854078423,NA,NA,never
Amblyomma-americanum_evm.model.contig-34436-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34475-1.1,NA,NA,-0.22093381033262266,NA,NA,never
Amblyomma-americanum_evm.model.contig-34509-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34512-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34513-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34515-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34515-1.3,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34526-1.4,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34526-1.5,NA,NA,-0.21205440050557012,NA,NA,never
Amblyomma-americanum_evm.model.contig-34542-1.1,NA,NA,-0.2584137873294894,NA,NA,never
Amblyomma-americanum_evm.model.contig-34561-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34567-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34568-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34581-1.1,NA,NA,-0.1672603589065765,NA,NA,never
Amblyomma-americanum_evm.model.contig-34583-1.1,NA,NA,-0.11713433035782832,NA,NA,never
Amblyomma-americanum_evm.model.contig-3461-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-3461-1.14,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-3461-1.15,NA,NA,-0.30836179741251485,NA,NA,never
Amblyomma-americanum_evm.model.contig-3461-1.2,NA,NA,-0.23685422095126388,NA,NA,never
Amblyomma-americanum_evm.model.contig-34651-1.1,NA,NA,-0.03726499025525978,NA,NA,never
Amblyomma-americanum_evm.model.contig-34655-1.1,NA,NA,-0.23670446711740625,NA,NA,never
Amblyomma-americanum_evm.model.contig-34660-1.1,NA,NA,-0.11120242814564223,NA,NA,never
Amblyomma-americanum_evm.model.contig-34660-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34741-1.1,NA,NA,-0.038713483523002815,NA,NA,never
Amblyomma-americanum_evm.model.contig-34741-1.11,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34741-1.3,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34741-1.6,NA,NA,-0.30327940219296645,NA,NA,never
Amblyomma-americanum_evm.model.contig-34741-1.7,NA,NA,-0.26828397452560293,NA,NA,never
Amblyomma-americanum_evm.model.contig-34741-1.8,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34741-1.9,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34759-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34784-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34784-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34899-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-34969-1.4,NA,NA,-0.14428234388720224,NA,NA,never
Amblyomma-americanum_evm.model.contig-34969-1.6,NA,NA,-0.280570540164149,NA,NA,never
Amblyomma-americanum_evm.model.contig-35018-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-35018-1.3,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-35069-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-35069-1.2,NA,NA,-0.11133227906132462,NA,NA,never
Amblyomma-americanum_evm.model.contig-35069-1.3,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-35074-1.1,NA,NA,-0.16594220792122819,NA,NA,never
Amblyomma-americanum_evm.model.contig-3510-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-35131-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-35131-1.3,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-35276-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-35437-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-35437-1.2,NA,NA,-0.007001484158339038,NA,NA,never
Amblyomma-americanum_evm.model.contig-35496-1.2,NA,NA,-0.2591950923835212,NA,NA,never
Amblyomma-americanum_evm.model.contig-35582-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-35607-1.1,NA,NA,-0.12000770083039271,NA,NA,never
Amblyomma-americanum_evm.model.contig-3566-1.3,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-35718-1.3,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-35718-1.5,NA,NA,-0.33024597179572324,NA,NA,never
Amblyomma-americanum_evm.model.contig-35928-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-35949-1.2,NA,NA,-0.18822961768952773,NA,NA,never
Amblyomma-americanum_evm.model.contig-35949-1.4,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-35949-1.5,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-35958-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-35958-1.4,NA,NA,-0.01238085612776794,NA,NA,never
Amblyomma-americanum_evm.model.contig-35962-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-35962-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-35963-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-36067-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-3608-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-3619-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-3619-1.3,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-3630-1.3,NA,NA,-0.23685422095126388,NA,NA,never
Amblyomma-americanum_evm.model.contig-36315-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-36562-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-36679-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-36679-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-36684-1.2,NA,NA,-0.15463967333803372,NA,NA,never
Amblyomma-americanum_evm.model.contig-36684-1.3,NA,NA,-0.04704170314810403,NA,NA,never
Amblyomma-americanum_evm.model.contig-36684-1.4,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-36684-1.5,NA,NA,-0.20739326989599416,NA,NA,never
Amblyomma-americanum_evm.model.contig-36684-1.6,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-36684-1.7,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-36694-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-36740-1.1,NA,NA,-0.09380604150978386,NA,NA,never
Amblyomma-americanum_evm.model.contig-36757-1.1,NA,NA,-0.285884239890297,NA,NA,never
Amblyomma-americanum_evm.model.contig-36757-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-36757-1.5,NA,NA,-0.062226392054969625,NA,NA,never
Amblyomma-americanum_evm.model.contig-36850-1.1,NA,NA,-0.12926033739262802,NA,NA,never
Amblyomma-americanum_evm.model.contig-37046-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37106-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37117-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37117-1.4,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37125-1.1,NA,NA,-0.15152155078461285,NA,NA,never
Amblyomma-americanum_evm.model.contig-37137-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37161-1.6,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37167-1.1,NA,NA,-0.2508911794476508,NA,NA,never
Amblyomma-americanum_evm.model.contig-37170-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37170-1.3,NA,NA,-0.02904384219023714,NA,NA,never
Amblyomma-americanum_evm.model.contig-37217-1.1,NA,NA,-0.06469579275033208,NA,NA,never
Amblyomma-americanum_evm.model.contig-37234-1.2,NA,NA,-0.14578576720644593,NA,NA,never
Amblyomma-americanum_evm.model.contig-37234-1.3,NA,NA,-0.281447970095189,NA,NA,never
Amblyomma-americanum_evm.model.contig-37234-1.4,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37249-1.2,NA,NA,-0.2673433757652943,NA,NA,never
Amblyomma-americanum_evm.model.contig-37271-1.2,NA,NA,-0.3469099099706579,NA,NA,never
Amblyomma-americanum_evm.model.contig-37289-1.1,NA,NA,-0.15279495651935818,NA,NA,never
Amblyomma-americanum_evm.model.contig-37290-1.1,NA,NA,-0.2717226587914833,NA,NA,never
Amblyomma-americanum_evm.model.contig-37290-1.2,NA,NA,-0.0730896821594089,NA,NA,never
Amblyomma-americanum_evm.model.contig-37300-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37388-1.3,NA,NA,-0.034573110450712485,NA,NA,never
Amblyomma-americanum_evm.model.contig-37388-1.4,NA,NA,-0.1227097557206715,NA,NA,never
Amblyomma-americanum_evm.model.contig-37392-1.1,NA,NA,-0.1715700014554885,NA,NA,never
Amblyomma-americanum_evm.model.contig-37392-1.7,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37394-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37464-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37464-1.3,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37473-1.1,NA,NA,-0.06030592163018021,NA,NA,never
Amblyomma-americanum_evm.model.contig-37479-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37494-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37514-1.1,NA,NA,-0.23685422095126388,NA,NA,never
Amblyomma-americanum_evm.model.contig-37522-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37522-1.7,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37522-1.8,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37557-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37557-1.3,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37630-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37715-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37737-1.11,NA,NA,-0.1316853416494923,NA,NA,never
Amblyomma-americanum_evm.model.contig-37737-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37737-1.9,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37753-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37753-1.4,NA,NA,-0.10904392041874046,NA,NA,never
Amblyomma-americanum_evm.model.contig-37753-1.6,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37755-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37761-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37761-1.2,NA,NA,-6.606412554471085e-4,NA,NA,never
Amblyomma-americanum_evm.model.contig-37761-1.3,NA,NA,-0.21853810748091168,NA,NA,never
Amblyomma-americanum_evm.model.contig-37761-1.4,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37761-1.5,NA,NA,-0.2541685855826028,NA,NA,never
Amblyomma-americanum_evm.model.contig-3779-1.2,NA,NA,-0.27345036123105493,NA,NA,never
Amblyomma-americanum_evm.model.contig-37883-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37893-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37893-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37968-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-37986-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-38025-1.4,NA,NA,-0.3119455954839047,NA,NA,never
Amblyomma-americanum_evm.model.contig-38076-1.1,NA,NA,-0.34510052603494185,NA,NA,never
Amblyomma-americanum_evm.model.contig-38107-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-38128-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-38133-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-3816-1.1,NA,NA,-0.1304414614886881,NA,NA,never
Amblyomma-americanum_evm.model.contig-38202-1.1,NA,NA,-0.14439220298492184,NA,NA,never
Amblyomma-americanum_evm.model.contig-38215-1.1,NA,NA,-0.367671954265564,NA,NA,never
Amblyomma-americanum_evm.model.contig-38215-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-38221-1.1,NA,NA,-0.23950170647843158,NA,NA,never
Amblyomma-americanum_evm.model.contig-38221-1.2,NA,NA,-0.2496719395774852,NA,NA,never
Amblyomma-americanum_evm.model.contig-38221-1.3,NA,NA,-0.21986189037417644,NA,NA,never
Amblyomma-americanum_evm.model.contig-38221-1.7,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-38221-1.9,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-38261-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-38385-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-38385-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-38486-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-38657-1.1,NA,NA,-0.3083621377433523,NA,NA,never
Amblyomma-americanum_evm.model.contig-38675-1.2,NA,NA,-0.08487246170774097,NA,NA,never
Amblyomma-americanum_evm.model.contig-38686-1.1,NA,NA,-0.035638868245593425,NA,NA,never
Amblyomma-americanum_evm.model.contig-38699-1.5,NA,NA,-0.27451920646033284,NA,NA,never
Amblyomma-americanum_evm.model.contig-38790-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-38839-1.4,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-38851-1.1,NA,NA,-0.23103291544369414,NA,NA,never
Amblyomma-americanum_evm.model.contig-38884-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-38975-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-38995-1.2,NA,NA,-0.12360660219712723,NA,NA,never
Amblyomma-americanum_evm.model.contig-38995-1.3,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-39010-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-39061-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-39061-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-39110-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-39136-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-392-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-39296-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-39402-1.3,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-39465-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-39465-1.3,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-39569-1.1,NA,NA,-0.17018875664706928,NA,NA,never
Amblyomma-americanum_evm.model.contig-39577-1.1,NA,NA,-0.1398245275966364,NA,NA,never
Amblyomma-americanum_evm.model.contig-39582-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-39598-1.3,NA,NA,-0.14977588131397118,NA,NA,never
Amblyomma-americanum_evm.model.contig-39598-1.4,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-39854-1.1,NA,NA,-0.15600368808577147,NA,NA,never
Amblyomma-americanum_evm.model.contig-39932-1.1,NA,NA,-0.06959908483829333,NA,NA,never
Amblyomma-americanum_evm.model.contig-39932-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-39932-1.3,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-39965-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-39965-1.2,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-39983-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-40039-1.3,NA,NA,-0.051750733845409166,NA,NA,never
Amblyomma-americanum_evm.model.contig-40040-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-40072-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-40076-1.1,NA,NA,-0.4085992940924307,NA,NA,never
Amblyomma-americanum_evm.model.contig-40080-1.3,NA,NA,-0.03201074967236741,NA,NA,never
Amblyomma-americanum_evm.model.contig-40080-1.5,NA,NA,-0.11155825290892511,NA,NA,never
Amblyomma-americanum_evm.model.contig-40110-1.1,NA,NA,-0.21445579298327527,NA,NA,never
