LeidenCluster	LC00	LC01	LC02	LC03	LC04	LC05	LC06	LC07	LC08	LC09	LC10	LC11	LC12	LC13	LC14	LC15	LC16	LC17	LC18	LC19	LC20	LC21	LC22	LC23	LC24	LC25	LC26	LC27	LC28	LC29	LC30	LC31	LC32
LC20	0.001336313196056302	0.00024692762822664695	0.00013418686457397598	0.0007030411211551295	0.0005187601008724776	0.0006730860423611316	0.00020713651614707115	6.389833875996966e-05	0.0001861041546673681	0.0025557536482809793	0.00029307303628847036	0.00038428096476676157	0.002540665763349668	3.3326859304977084e-06	0.722523110656552	0.0016018234065570815	6.670958991786166e-05	0.0007225443035662087	0.0012658163305076487	0.0	0.4888685817971279	0.0008006577635367533	0.0011793560042266484	4.8334287685915226e-05	0.0009706241634486685	0.0009354225888127747	0.00042823453567221675	0.001818039579673153	0.00020222226043296594	7.78781649183842e-05	0.0021325437243276397	0.0015528472816307265	4.041830693872645e-06
LC21	0.0025305231557329762	0.0002579375768489597	0.0007317151044841295	0.00015801241207021233	0.00020106583164665017	0.001123719871815363	0.12803131848709792	0.00018219912035185925	0.0005034219566253692	0.0008205587778075583	0.0004067960842873735	0.003662789527804286	0.00019451470565859746	0.09362793224672418	3.014702716494311e-05	0.00045331254681038136	0.00032780107997423916	7.048820082356667e-05	0.0012813277373033471	0.0	0.0007336333284784387	0.14418594289113623	9.631363809852131e-05	0.00014392232669880516	5.094776853441809e-05	5.8034977865306605e-05	0.00016791854969469073	0.0008852868278314594	0.00029781121317706686	0.0011832249957159993	0.0009432984229924876	3.2819742352076206e-05	5.947279299228239e-05
LC22	0.00015519795006201296	4.657654389115348e-05	0.000154811281587615	0.0012444544569637976	6.0720760942357636e-05	0.0026990135993775733	2.097523087690548e-06	0.0004664181731493323	1.0137704525858845e-05	0.01144729225332971	3.656402490324752e-05	0.0005858038306587743	0.01780436434335797	0.0	9.481187990717307e-05	0.001710394719461048	6.603001021553097e-05	1.7429930934789592e-05	0.000516585394581861	0.0	0.0003165134696010817	9.730242178746876e-06	0.5888923547553347	0.0001618051857947303	0.0	4.240624093136e-05	0.0010778224818948326	0.0005265254453389677	0.00035616484949263993	0.00046347873100465353	0.0020382483302355033	0.00011653645411223132	5.482645883557346e-05
LC23	0.0007364882276452267	0.0002692442837012435	0.00022749430714021722	8.147462738002929e-05	9.13555100576229e-05	0.002000036602991077	0.0003446553834954669	0.00035021103606327055	0.000211246787874104	0.0006879557428872498	0.0012462813655142423	0.00029123559123210113	0.00016736077047317102	1.2145914416761156e-06	0.0013813726842418733	0.0002636403789527589	5.031270964530719e-05	5.144250726442507e-05	0.0006483697246436972	0.0	0.00010890410958904109	0.00023029417847994526	0.0009345975119802507	0.5578819707679156	0.017137600882654955	1.8136898065426953e-05	0.00320322799403228	0.00020105446500023538	0.0004065160061533954	0.0007907228584973925	0.00022920262887006097	3.6865233965900046e-05	1.5956130243673452e-05
LC24	3.5847396939066507e-05	0.002195804252965145	4.961260259597486e-05	2.961090547982306e-06	1.4921373331072464e-05	5.940092621043852e-05	5.070210110255876e-05	3.109866837218002e-05	0.0	0.00015745093853514904	0.0	4.38850455612105e-06	0.0	0.0	0.0	8.015471984975184e-06	0.0009729324928002902	0.0002747512505437147	0.0008762011019283745	0.0	0.0	0.0	0.0	0.00527629787419982	0.973964659691857	9.086286202991009e-06	8.07949215974229e-06	2.925812657228826e-05	0.0	0.0	0.0003695301048206433	0.00011462183398446073	0.0
LC25	4.1429311834149146e-05	5.927968332965145e-05	8.273760421790846e-05	0.0	0.013871386599971714	6.481684616407392e-05	1.9609559149571755e-06	9.592935772550884e-05	2.0217629784073643e-05	2.3785209959123004e-05	0.0	1.6346143983917453e-05	4.511528806193701e-05	0.0	0.0001235941144606949	3.479728204433609e-05	6.262449344048354e-05	0.0022367506587615284	0.00017474893866198214	0.0	0.00014452521863398418	7.3187564173778384e-06	1.9663372083098617e-05	1.6506739020139854e-05	0.0	0.5931623678498915	0.0	0.0	0.0	1.8513238826852514e-05	1.6679232638016253e-05	1.0503922350751229e-05	0.0
LC26	0.000977886577929316	0.0001471253527423493	0.0007447023240183026	2.614235008406501e-05	0.00013675418389296558	0.0006541238986283951	2.5303726024776392e-05	0.003821195360393542	0.0	0.0010167447829398325	5.754832626119754e-06	0.0003183168316831683	1.4100263738164209e-05	0.0	1.7436617803656798e-05	0.00042005806421763675	4.2035803106376994e-05	1.3557605760576058e-05	7.449294929492949e-05	0.0	9.508929992677725e-05	0.0	0.0005227075534408565	0.0010822053438220534	0.0	0.0	0.7549328987354181	0.0	0.00011410758722931115	0.0020781445111724287	0.0021755528529731586	2.2000181669543103e-05	3.872952715832331e-05
LC27	0.00039250617873967366	0.0004060509563582778	0.08749361287717693	0.00021784399922194125	2.5507918605944117e-05	0.0005679419275513099	6.18936451018477e-05	0.0037920340349189424	3.1005627208352115e-05	0.0031835186360031718	0.030281742758959253	0.0028706984481362313	6.685049295457615e-05	0.0	2.2044634221142273e-05	0.0011978165044802004	4.9742268041237114e-05	0.0	0.003870671665104655	0.0	0.0005550154141943183	8.226947807033299e-05	0.00018101344213325562	2.7926846490608674e-05	0.00015596359690228382	1.2976243836844463e-05	1.1832703888945595e-05	0.5355174008927622	0.0004762941727768895	0.003351304151878767	0.0014025266670639415	0.0	1.2992581173523462e-05
LC28	0.0002185835605765485	0.001014451083437532	0.0006907141760098296	5.917828675209363e-05	1.1006649473068397e-05	0.00041365611048422706	2.0272417267302177e-05	9.09178574559481e-05	3.3624220299736766e-06	0.00032316528177704645	0.001212969696969697	0.0001416457190867082	4.133643135698106e-06	0.0	1.7354593179064844e-05	0.00011227822479884051	9.874673695415263e-05	0.0	0.0003675789985415654	0.0	5.292570111938375e-06	2.1317706683560343e-05	2.2754672058351128e-05	0.00010772348790076428	0.0	0.0	3.0351564568221527e-05	0.0004094823308892442	0.8611751379793531	0.0002616931124163525	0.00011610954839108528	0.0004044959034489526	0.0
LC29	0.0010001910469366337	0.00012855203043890296	0.0030076721596826892	0.006925058253428189	4.081647258918723e-05	0.0016272017721963203	0.00013408634935719755	0.0024608996754387773	0.00013531303228591027	0.000987132660781841	0.00013134634400208172	0.002305523418375042	0.0002741129166964946	8.032909133140181e-06	3.1959085168373536e-06	0.00014099624636126857	0.0012697083883666123	0.0	0.00039957608875641667	0.0	5.2841002934303236e-05	0.0006866769482683116	0.00043567359864063796	0.0001343037153479552	0.0	2.113196589319184e-05	0.002888306010928962	0.0005597619852402682	0.00045953245083428306	0.4150996634715877	0.0018364168167029913	0.00036586454103373944	4.030437669169092e-05
LC30	0.0016674032232132602	0.00011020353404120553	0.0008039054015303582	0.00011224591558512377	3.576511663118893e-05	0.0006118099379540754	5.983587445198402e-05	0.007088776068052103	8.186242937622802e-06	0.0019895907514450866	0.0023985917974126067	0.0015262551697900173	9.622636746851099e-05	0.0	0.0002040290472348249	0.00031992463940359785	9.238966660274498e-06	0.0	0.0019052042389210019	0.0	0.0005152370685649499	0.00010107953515538459	0.0007602759451786188	0.00015646791775543063	0.0009404596620294826	0.0	0.0024799201625364847	0.0008792652404505095	0.00011874717937621713	0.0020384263558545753	0.5465197266864914	0.00034709656891340084	0.0002544487061747069
LC31	2.804688012637463e-05	0.0015720362117506129	0.0003169377440295111	0.0007224303271594252	1.0068418597418754e-05	0.0005735831369413349	2.6273101981119534e-05	0.0011490033203373556	4.4642279473609294e-06	0.0014929669724770642	6.37990388816077e-05	0.0015249763337813358	0.00023967729658266898	0.0	0.004204828585224529	0.000143830918288605	3.4808035131962256e-05	0.0	0.4600100667222686	0.0	0.0006325850320068439	0.0	0.0001532207345933154	4.713082820158351e-05	0.0006227953118827093	0.0	0.0001409256063221001	0.0	0.001579190501888829	0.0007178422820474257	0.0012173824044121547	0.784834870802121	0.8434763697161966
LC32	7.670706195457077e-05	0.00037048726074416933	6.425172640979965e-05	0.0	5.959563958930346e-06	1.9123510246077337e-05	0.0	0.00029887449764881975	0.0	2.1440690150970523e-05	0.0	0.000767128995773558	0.0	0.0	0.0	6.611931173028213e-06	0.0	0.0	0.004049088077032002	0.0	7.392493313700154e-06	0.0	1.0940854000858623e-05	0.0	0.0	0.0	0.0	5.703825031313229e-06	0.0	0.0001010571472345641	4.3552482307816975e-05	0.7814918717311155	0.8811539435758581
